"geneID"	"Function"
"5291"	"Rsub_11257"	"STK24_25_MST4; serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]"
"5292"	"Rsub_11262"	"frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"5293"	"Rsub_11264"	"hypothetical_protein"
"5294"	"Rsub_11266"	"argB; acetylglutamate kinase [EC:2.7.2.8]"
"5295"	"Rsub_11269"	"hypothetical_protein"
"5296"	"Rsub_11272"	"EEF2KMT; protein-lysine N-methyltransferase EEF2KMT [EC:2.1.1.-]"
"5297"	"Rsub_11276"	"hypothetical_protein"
"5298"	"Rsub_11277"	"TYSND1; peroxisomal leader peptide-processing protease [EC:3.4.21.-]"
"5299"	"Rsub_11278"	"PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"
"5300"	"Rsub_11279"	"PES1, NOP7; pescadillo"
"5301"	"Rsub_11280"	"hypothetical_protein"
"5302"	"Rsub_11286"	"hypothetical_protein"
"5303"	"Rsub_11288"	"hypothetical_protein"
"5304"	"Rsub_11289"	"UGP3; UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"5305"	"Rsub_11291"	"TPST; protein-tyrosine sulfotransferase [EC:2.8.2.20]"
"5306"	"Rsub_11153"	"DNAH; dynein axonemal heavy chain"
"5307"	"Rsub_11155"	"hypothetical_protein"
"5308"	"Rsub_11156"	"BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]"
"5309"	"Rsub_11158"	"PRSS1_2_3; trypsin [EC:3.4.21.4]"
"5310"	"Rsub_11160"	"DDX52, ROK1; ATP-dependent RNA helicase DDX52/ROK1 [EC:5.6.2.7]"
"5311"	"Rsub_11161"	"hypothetical_protein"
"5312"	"Rsub_11164"	"E3.4.17.25; glutathione-S-conjugate glycine hydrolase [EC:3.4.17.25]"
"5313"	"Rsub_11166"	"hypothetical_protein"
"5314"	"Rsub_11167"	"hypothetical_protein"
"5315"	"Rsub_11169"	"hypothetical_protein"
"5316"	"Rsub_11173"	"hypothetical_protein"
"5317"	"Rsub_11174"	"DARS1; aspartyl-tRNA synthetase [EC:6.1.1.12]"
"5318"	"Rsub_11175"	"RP-L13e, RPL13; large subunit ribosomal protein L13e"
"5319"	"Rsub_11178"	"hypothetical_protein"
"5320"	"Rsub_11180"	"recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4]"
"5321"	"Rsub_11359"	"hypothetical_protein"
"5322"	"Rsub_11362"	"HSP90A, htpG; molecular chaperone HtpG"
"5323"	"Rsub_11366"	"hypothetical_protein"
"5324"	"Rsub_11367"	"JEN; MFS transporter, SHS family, lactate transporter"
"5325"	"Rsub_11368"	"hypothetical_protein"
"5326"	"Rsub_11370"	"DCLRE1A, SNM1A, PSO2; DNA cross-link repair 1A protein"
"5327"	"Rsub_11372"	"hypothetical_protein"
"5328"	"Rsub_11373"	"hypothetical_protein"
"5329"	"Rsub_11377"	"XRCC5, KU80, G22P2; ATP-dependent DNA helicase 2 subunit 2"
"5330"	"Rsub_11378"	"COX6B; cytochrome c oxidase subunit 6b"
"5331"	"Rsub_11381"	"thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"
"5332"	"Rsub_11383"	"hypothetical_protein"
"5333"	"Rsub_11384"	"hypothetical_protein"
"5334"	"Rsub_11389"	"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
"5335"	"Rsub_11391"	"CHMP2B; charged multivesicular body protein 2B"
"5336"	"Rsub_11392"	"COQ3; polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]"
"5337"	"Rsub_11393"	"hypothetical_protein"
"5338"	"Rsub_11578"	"hypothetical_protein"
"5339"	"Rsub_11580"	"glgA; starch synthase [EC:2.4.1.21]"
"5340"	"Rsub_11584"	"hypothetical_protein"
"5341"	"Rsub_11586"	"hypothetical_protein"
"5342"	"Rsub_11587"	"hypothetical_protein"
"5343"	"Rsub_11588"	"hypothetical_protein"
"5344"	"Rsub_11598"	"SLC35C1, FUCT1; solute carrier family 35 (GDP-fucose transporter), member C1"
"5345"	"Rsub_11601"	"hypothetical_protein"
"5346"	"Rsub_11602"	"ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"5347"	"Rsub_11604"	"EIF1A; translation initiation factor 1A"
"5348"	"Rsub_11606"	"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"
"5349"	"Rsub_11451"	"hypothetical_protein"
"5350"	"Rsub_11452"	"GBP1_3_4_7; guanylate-binding protein 1/3/4/7"
"5351"	"Rsub_11453"	"hypothetical_protein"
"5352"	"Rsub_11455"	"hypothetical_protein"
"5353"	"Rsub_11457"	"hypothetical_protein"
"5354"	"Rsub_11458"	"hypothetical_protein"
"5355"	"Rsub_11459"	"ftsZ; cell division protein FtsZ"
"5356"	"Rsub_11460"	"hypothetical_protein"
"5357"	"Rsub_11463"	"CYB5R; cytochrome-b5 reductase [EC:1.6.2.2]"
"5358"	"Rsub_11464"	"hypothetical_protein"
"5359"	"Rsub_11465"	"hypothetical_protein"
"5360"	"Rsub_11469"	"hypothetical_protein"
"5361"	"Rsub_11470"	"hypothetical_protein"
"5362"	"Rsub_11472"	"PEX7, PTS2R; peroxin-7"
"5363"	"Rsub_11475"	"NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]"
"5364"	"Rsub_11476"	"RNF5_185; E3 ubiquitin-protein ligase RNF5/185 [EC:2.3.2.27]"
"5365"	"Rsub_11479"	"hypothetical_protein"
"5366"	"Rsub_11483"	"hypothetical_protein"
"5367"	"Rsub_11520"	"udk, UCK; uridine kinase [EC:2.7.1.48]"
"5368"	"Rsub_11525"	"SSR2; translocon-associated protein subunit beta"
"5369"	"Rsub_11527"	"RP-S15e, RPS15; small subunit ribosomal protein S15e"
"5370"	"Rsub_11528"	"hypothetical_protein"
"5371"	"Rsub_11538"	"ARR-B; two-component response regulator ARR-B family"
"5372"	"Rsub_11539"	"hypothetical_protein"
"5373"	"Rsub_11542"	"CCT4; T-complex protein 1 subunit delta"
"5374"	"Rsub_11543"	"SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]"
"5375"	"Rsub_11544"	"hypothetical_protein"
"5376"	"Rsub_11545"	"DEGP1; protease Do-like 1, chloroplastic [EC:3.4.21.-]"
"5377"	"Rsub_11546"	"hypothetical_protein"
"5378"	"Rsub_11547"	"FLAD1; FAD synthetase [EC:2.7.7.2]"
"5379"	"Rsub_11706"	"AHSA1, AHA1; activator of Hsp90 ATPase protein 1"
"5380"	"Rsub_11707"	"hypothetical_protein"
"5381"	"Rsub_11709"	"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]"
"5382"	"Rsub_11711"	"hypothetical_protein"
"5383"	"Rsub_11712"	"hypothetical_protein"
"5384"	"Rsub_11713"	"hypothetical_protein"
"5385"	"Rsub_11715"	"dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]"
"5386"	"Rsub_11718"	"hypothetical_protein"
"5387"	"Rsub_11721"	"hypothetical_protein"
"5388"	"Rsub_11722"	"hypothetical_protein"
"5389"	"Rsub_11723"	"hypothetical_protein"
"5390"	"Rsub_11726"	"CCT2; T-complex protein 1 subunit beta"
"5391"	"Rsub_11728"	"hypothetical_protein"
"5392"	"Rsub_11729"	"ASMT; acetylserotonin O-methyltransferase, plant [EC:2.1.1.4]"
"5393"	"Rsub_11730"	"hypothetical_protein"
"5394"	"Rsub_11731"	"CIAO3; cytosolic iron-sulfur assembly component 3"
"5395"	"Rsub_11734"	"SLX1; structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]"
"5396"	"Rsub_12592"	"CHMP6, VPS20; charged multivesicular body protein 6"
"5397"	"Rsub_12593"	"hypothetical_protein"
"5398"	"Rsub_12597"	"glk; glucokinase [EC:2.7.1.2]"
"5399"	"Rsub_12599"	"NIT4; beta-cyano-L-alanine hydratase/nitrilase [EC:3.5.5.4 4.2.1.65]"
"5400"	"Rsub_12603"	"hypothetical_protein"
"5401"	"Rsub_12606"	"hypothetical_protein"
"5402"	"Rsub_11553"	"hypothetical_protein"
"5403"	"Rsub_11554"	"PIGO; GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]"
"5404"	"Rsub_11555"	"pyrH; uridylate kinase [EC:2.7.4.22]"
"5405"	"Rsub_11557"	"hypothetical_protein"
"5406"	"Rsub_11559"	"DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22 [EC:5.6.2.6]"
"5407"	"Rsub_11560"	"GULO; L-gulonolactone oxidase [EC:1.1.3.8]"
"5408"	"Rsub_11561"	"hypothetical_protein"
"5409"	"Rsub_11563"	"RP-L7Ae, RPL7A; large subunit ribosomal protein L7Ae"
"5410"	"Rsub_11564"	"PPP4R4; serine/threonine-protein phosphatase 4 regulatory subunit 4"
"5411"	"Rsub_11565"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"5412"	"Rsub_11568"	"NUP62, NSP1; nuclear pore complex protein Nup62"
"5413"	"Rsub_11569"	"hypothetical_protein"
"5414"	"Rsub_11571"	"ERP29; endoplasmic reticulum protein 29"
"5415"	"Rsub_11572"	"RNGTT; mRNA-capping enzyme [EC:2.7.7.50 3.6.1.74]"
"5416"	"Rsub_11574"	"hypothetical_protein"
"5417"	"Rsub_11797"	"MYO5; myosin V"
"5418"	"Rsub_11798"	"HCCS; cytochrome c heme-lyase [EC:4.4.1.17]"
"5419"	"Rsub_11801"	"hypothetical_protein"
"5420"	"Rsub_11804"	"dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"5421"	"Rsub_11808"	"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"
"5422"	"Rsub_11809"	"FNTA; protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1.59]"
"5423"	"Rsub_11813"	"YCS4, CNAP1, CAPD2; condensin complex subunit 1"
"5424"	"Rsub_11815"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"5425"	"Rsub_11818"	"NECAP1_2; adaptin ear-binding coat-associated protein 1/2"
"5426"	"Rsub_11819"	"K18534; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]"
"5427"	"Rsub_11821"	"hypothetical_protein"
"5428"	"Rsub_11823"	"hypothetical_protein"
"5429"	"Rsub_11825"	"SLC40A1, FPN1; solute carrier family 40 (iron-regulated transporter), member 1"
"5430"	"Rsub_11829"	"BCS1; mitochondrial chaperone BCS1"
"5431"	"Rsub_11975"	"hypothetical_protein"
"5432"	"Rsub_11976"	"tatA; sec-independent protein translocase protein TatA"
"5433"	"Rsub_11977"	"hypothetical_protein"
"5434"	"Rsub_11978"	"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
"5435"	"Rsub_11980"	"hypothetical_protein"
"5436"	"Rsub_11983"	"hypothetical_protein"
"5437"	"Rsub_11986"	"hypothetical_protein"
"5438"	"Rsub_11987"	"hypothetical_protein"
"5439"	"Rsub_11988"	"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
"5440"	"Rsub_11994"	"hypothetical_protein"
"5441"	"Rsub_11997"	"ZDHHC1_11; palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]"
"5442"	"Rsub_11998"	"psaN; photosystem I subunit PsaN"
"5443"	"Rsub_12001"	"hypothetical_protein"
"5444"	"Rsub_12002"	"hypothetical_protein"
"5445"	"Rsub_12003"	"hypothetical_protein"
"5446"	"Rsub_11830"	"hypothetical_protein"
"5447"	"Rsub_11832"	"DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1 [EC:5.6.2.7]"
"5448"	"Rsub_11833"	"RPC6, POLR3F; DNA-directed RNA polymerase III subunit RPC6"
"5449"	"Rsub_11834"	"hypothetical_protein"
"5450"	"Rsub_11836"	"hypothetical_protein"
"5451"	"Rsub_11837"	"hypothetical_protein"
"5452"	"Rsub_11838"	"RNF14, ARA54; E3 ubiquitin-protein ligase RNF14 [EC:2.3.2.31]"
"5453"	"Rsub_11842"	"hypothetical_protein"
"5454"	"Rsub_11843"	"SIN3A; paired amphipathic helix protein Sin3a"
"5455"	"Rsub_11845"	"MCCC2, accD1; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]"
"5456"	"Rsub_11846"	"SEC23; protein transport protein SEC23"
"5457"	"Rsub_11848"	"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
"5458"	"Rsub_11850"	"hypothetical_protein"
"5459"	"Rsub_11852"	"hypothetical_protein"
"5460"	"Rsub_11853"	"hypothetical_protein"
"5461"	"Rsub_11856"	"hypothetical_protein"
"5462"	"Rsub_11857"	"hypothetical_protein"
"5463"	"Rsub_11903"	"HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]"
"5464"	"Rsub_11905"	"hypothetical_protein"
"5465"	"Rsub_11907"	"hypothetical_protein"
"5466"	"Rsub_11913"	"HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]"
"5467"	"Rsub_11916"	"hypothetical_protein"
"5468"	"Rsub_12004"	"hypothetical_protein"
"5469"	"Rsub_12006"	"hypothetical_protein"
"5470"	"Rsub_12007"	"hypothetical_protein"
"5471"	"Rsub_12010"	"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
"5472"	"Rsub_12011"	"hypothetical_protein"
"5473"	"Rsub_12015"	"hypothetical_protein"
"5474"	"Rsub_12016"	"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
"5475"	"Rsub_12019"	"hypothetical_protein"
"5476"	"Rsub_12021"	"hypothetical_protein"
"5477"	"Rsub_12025"	"PPWD1; peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]"
"5478"	"Rsub_12026"	"SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]"
"5479"	"Rsub_12027"	"hypothetical_protein"
"5480"	"Rsub_12029"	"hypothetical_protein"
"5481"	"Rsub_12107"	"hypothetical_protein"
"5482"	"Rsub_12110"	"hypothetical_protein"
"5483"	"Rsub_12111"	"INO80, INOC1; chromatin-remodeling ATPase INO80 [EC:5.6.2.-]"
"5484"	"Rsub_12112"	"MSI; RNA-binding protein Musashi"
"5485"	"Rsub_12113"	"hypothetical_protein"
"5486"	"Rsub_12117"	"hypothetical_protein"
"5487"	"Rsub_12119"	"hypothetical_protein"
"5488"	"Rsub_12122"	"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]"
"5489"	"Rsub_12123"	"hypothetical_protein"
"5490"	"Rsub_12125"	"hypothetical_protein"
"5491"	"Rsub_12126"	"NAA50, NAT5; N-alpha-acetyltransferase 50 [EC:2.3.1.258 2.3.1.309]"
"5492"	"Rsub_12129"	"hypothetical_protein"
"5493"	"Rsub_11608"	"AURKX; aurora kinase, other [EC:2.7.11.1]"
"5494"	"Rsub_11611"	"ACO; aconitate hydratase [EC:4.2.1.3]"
"5495"	"Rsub_11615"	"RP-L44e, RPL44; large subunit ribosomal protein L44e"
"5496"	"Rsub_11616"	"TBC1D20, GYP8; TBC1 domain family member 20"
"5497"	"Rsub_11619"	"SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]"
"5498"	"Rsub_11620"	"hypothetical_protein"
"5499"	"Rsub_11622"	"infB, MTIF2; translation initiation factor IF-2"
"5500"	"Rsub_11625"	"EIF3K; translation initiation factor 3 subunit K"
"5501"	"Rsub_11627"	"hypothetical_protein"
"5502"	"Rsub_11629"	"EF3, TEF3; elongation factor 3"
"5503"	"Rsub_11631"	"MSH3; DNA mismatch repair protein MSH3"
"5504"	"Rsub_11632"	"hypothetical_protein"
"5505"	"Rsub_11635"	"typA, bipA; GTP-binding protein"
"5506"	"Rsub_11636"	"hypothetical_protein"
"5507"	"Rsub_12456"	"KIFC1, ncd; kinesin family member C1 (minus-end-directed kinesin ATPase) [EC:5.6.1.4]"
"5508"	"Rsub_12457"	"hypothetical_protein"
"5509"	"Rsub_12464"	"CCNA; cyclin-A"
"5510"	"Rsub_12467"	"hypothetical_protein"
"5511"	"Rsub_12470"	"hypothetical_protein"
"5512"	"Rsub_12471"	"E3.5.1.4, amiE; amidase [EC:3.5.1.4]"
"5513"	"Rsub_11422"	"hypothetical_protein"
"5514"	"Rsub_11423"	"GLT1; glutamate synthase (NADH) [EC:1.4.1.14]"
"5515"	"Rsub_11425"	"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]"
"5516"	"Rsub_11427"	"hypothetical_protein"
"5517"	"Rsub_11429"	"hypothetical_protein"
"5518"	"Rsub_11430"	"hypothetical_protein"
"5519"	"Rsub_11433"	"hypothetical_protein"
"5520"	"Rsub_11436"	"hypothetical_protein"
"5521"	"Rsub_11438"	"hypothetical_protein"
"5522"	"Rsub_11440"	"hypothetical_protein"
"5523"	"Rsub_11441"	"psaG; photosystem I subunit V"
"5524"	"Rsub_11444"	"KIFAP3, KAP3; kinesin-associated protein 3"
"5525"	"Rsub_11445"	"UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"5526"	"Rsub_11766"	"DUR3; urea-proton symporter"
"5527"	"Rsub_11767"	"hypothetical_protein"
"5528"	"Rsub_11769"	"uca; urea carboxylase [EC:6.3.4.6]"
"5529"	"Rsub_11771"	"hypothetical_protein"
"5530"	"Rsub_11773"	"RP-L26e, RPL26; large subunit ribosomal protein L26e"
"5531"	"Rsub_11774"	"ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]"
"5532"	"Rsub_11776"	"SRD5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]"
"5533"	"Rsub_11777"	"hypothetical_protein"
"5534"	"Rsub_11778"	"hypothetical_protein"
"5535"	"Rsub_11779"	"GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]"
"5536"	"Rsub_11781"	"CALR; calreticulin"
"5537"	"Rsub_11789"	"hypothetical_protein"
"5538"	"Rsub_11790"	"DNAJC3; DnaJ homolog subfamily C member 3"
"5539"	"Rsub_11792"	"SUPT5H, SPT5; transcription elongation factor SPT5"
"5540"	"Rsub_12031"	"DOLPP1; dolichyldiphosphatase [EC:3.6.1.43]"
"5541"	"Rsub_12032"	"NAA40, NAT4; N-alpha-acetyltransferase 40 [EC:2.3.1.257]"
"5542"	"Rsub_12036"	"hypothetical_protein"
"5543"	"Rsub_12041"	"E3.2.1.2; beta-amylase [EC:3.2.1.2]"
"5544"	"Rsub_12046"	"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
"5545"	"Rsub_12049"	"hypothetical_protein"
"5546"	"Rsub_12050"	"hypothetical_protein"
"5547"	"Rsub_12052"	"hypothetical_protein"
"5548"	"Rsub_12081"	"maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"
"5549"	"Rsub_12083"	"E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]"
"5550"	"Rsub_12086"	"hypothetical_protein"
"5551"	"Rsub_12089"	"wzb, etp; low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]"
"5552"	"Rsub_12094"	"hypothetical_protein"
"5553"	"Rsub_12095"	"hypothetical_protein"
"5554"	"Rsub_12096"	"hypothetical_protein"
"5555"	"Rsub_12104"	"STK16; serine/threonine kinase 16 [EC:2.7.11.1]"
"5556"	"Rsub_11737"	"gcvH, GCSH; glycine cleavage system H protein"
"5557"	"Rsub_11739"	"RPABC1, RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1"
"5558"	"Rsub_11747"	"hypothetical_protein"
"5559"	"Rsub_11752"	"MCM8; DNA helicase MCM8 [EC:5.6.2.4]"
"5560"	"Rsub_11757"	"MIPEP; mitochondrial intermediate peptidase [EC:3.4.24.59]"
"5561"	"Rsub_11758"	"TAF10; transcription initiation factor TFIID subunit 10"
"5562"	"Rsub_11760"	"DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:5.6.2.7]"
"5563"	"Rsub_11761"	"HTATSF1; HIV Tat-specific factor 1"
"5564"	"Rsub_11762"	"RP-L27e, RPL27; large subunit ribosomal protein L27e"
"5565"	"Rsub_11764"	"RAD51; DNA repair protein RAD51"
"5566"	"Rsub_12157"	"hypothetical_protein"
"5567"	"Rsub_12158"	"hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"5568"	"Rsub_12160"	"hypothetical_protein"
"5569"	"Rsub_12163"	"POL5, MYBBP1A; DNA polymerase phi [EC:2.7.7.7]"
"5570"	"Rsub_12165"	"hypothetical_protein"
"5571"	"Rsub_12172"	"mrnC; mini-ribonuclease III [EC:3.1.26.-]"
"5572"	"Rsub_12173"	"hypothetical_protein"
"5573"	"Rsub_12174"	"hypothetical_protein"
"5574"	"Rsub_12176"	"hypothetical_protein"
"5575"	"Rsub_12178"	"hypothetical_protein"
"5576"	"Rsub_12180"	"hypothetical_protein"
"5577"	"Rsub_12181"	"hypothetical_protein"
"5578"	"Rsub_12182"	"PSMB6; 20S proteasome subunit beta 1 [EC:3.4.25.1]"
"5579"	"Rsub_12183"	"RPC9, CRCP; DNA-directed RNA polymerase III subunit RPC9"
"5580"	"Rsub_12316"	"hypothetical_protein"
"5581"	"Rsub_12317"	"HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]"
"5582"	"Rsub_12319"	"hypothetical_protein"
"5583"	"Rsub_12321"	"ATG3; ubiquitin-like-conjugating enzyme ATG3"
"5584"	"Rsub_12323"	"RRP42, EXOSC7; exosome complex component RRP42"
"5585"	"Rsub_12324"	"hypothetical_protein"
"5586"	"Rsub_12328"	"CCNA; cyclin-A"
"5587"	"Rsub_12329"	"hypothetical_protein"
"5588"	"Rsub_12332"	"hypothetical_protein"
"5589"	"Rsub_12338"	"hypothetical_protein"
"5590"	"Rsub_12240"	"hypothetical_protein"
"5591"	"Rsub_12242"	"lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"5592"	"Rsub_12243"	"hypothetical_protein"
"5593"	"Rsub_12244"	"lacZ; beta-galactosidase [EC:3.2.1.23]"
"5594"	"Rsub_12245"	"hypothetical_protein"
"5595"	"Rsub_12249"	"THOP1; thimet oligopeptidase [EC:3.4.24.15]"
"5596"	"Rsub_12250"	"SDCCAG10; peptidyl-prolyl cis-trans isomerase SDCCAG10 [EC:5.2.1.8]"
"5597"	"Rsub_12252"	"hypothetical_protein"
"5598"	"Rsub_12256"	"hypothetical_protein"
"5599"	"Rsub_12258"	"hypothetical_protein"
"5600"	"Rsub_12260"	"LTN1; E3 ubiquitin-protein ligase listerin [EC:2.3.2.27]"
"5601"	"Rsub_12261"	"hypothetical_protein"
"5602"	"Rsub_12265"	"hypothetical_protein"
"5603"	"Rsub_11921"	"hypothetical_protein"
"5604"	"Rsub_11922"	"MPV17; protein Mpv17"
"5605"	"Rsub_11925"	"hypothetical_protein"
"5606"	"Rsub_11931"	"E3.1.3.63; 2-carboxy-D-arabinitol-1-phosphatase [EC:3.1.3.63]"
"5607"	"Rsub_11939"	"hypothetical_protein"
"5608"	"Rsub_11940"	"hypothetical_protein"
"5609"	"Rsub_11944"	"hypothetical_protein"
"5610"	"Rsub_11945"	"hypothetical_protein"
"5611"	"Rsub_11946"	"STAG1_2, SCC3, IRR1; cohesin complex subunit SA-1/2"
"5612"	"Rsub_12130"	"hypothetical_protein"
"5613"	"Rsub_12131"	"DDX21; ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]"
"5614"	"Rsub_12139"	"hypothetical_protein"
"5615"	"Rsub_12142"	"msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]"
"5616"	"Rsub_12145"	"TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]"
"5617"	"Rsub_12148"	"hypothetical_protein"
"5618"	"Rsub_12149"	"hypothetical_protein"
"5619"	"Rsub_12152"	"hypothetical_protein"
"5620"	"Rsub_12154"	"hypothetical_protein"
"5621"	"Rsub_12156"	"hypothetical_protein"
"5622"	"Rsub_12267"	"hypothetical_protein"
"5623"	"Rsub_12269"	"E3.6.1.52; diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]"
"5624"	"Rsub_12271"	"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]"
"5625"	"Rsub_12272"	"CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]"
"5626"	"Rsub_12279"	"hypothetical_protein"
"5627"	"Rsub_12283"	"RNF113A, CWC24; RING finger protein 113A"
"5628"	"Rsub_12284"	"ALKBH6; alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-]"
"5629"	"Rsub_12285"	"TUBA; tubulin alpha"
"5630"	"Rsub_12288"	"SLC15A3_4, PHT, NPF8; solute carrier family 15 (peptide/histidine transporter), member 3/4"
"5631"	"Rsub_12291"	"DGD; digalactosyldiacylglycerol synthase [EC:2.4.1.241]"
"5632"	"Rsub_11949"	"ATG11; autophagy-related protein 11"
"5633"	"Rsub_11950"	"TRM3, TARBP1; tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]"
"5634"	"Rsub_11954"	"hypothetical_protein"
"5635"	"Rsub_11955"	"hypothetical_protein"
"5636"	"Rsub_11957"	"ABCB6; ATP-binding cassette, subfamily B (MDR/TAP), member 6"
"5637"	"Rsub_11959"	"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]"
"5638"	"Rsub_11962"	"hypothetical_protein"
"5639"	"Rsub_11963"	"AGXT2L1, ETNPPL; ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]"
"5640"	"Rsub_11965"	"CUTL; homeobox protein cut-like"
"5641"	"Rsub_11967"	"E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]"
"5642"	"Rsub_12346"	"hypothetical_protein"
"5643"	"Rsub_12348"	"hypothetical_protein"
"5644"	"Rsub_12352"	"hypothetical_protein"
"5645"	"Rsub_12357"	"hypothetical_protein"
"5646"	"Rsub_12359"	"hypothetical_protein"
"5647"	"Rsub_12360"	"hypothetical_protein"
"5648"	"Rsub_12364"	"hypothetical_protein"
"5649"	"Rsub_12365"	"hypothetical_protein"
"5650"	"Rsub_12366"	"SRSF7, SFRS7; serine/arginine-rich splicing factor 7"
"5651"	"Rsub_12187"	"hypothetical_protein"
"5652"	"Rsub_12188"	"hypothetical_protein"
"5653"	"Rsub_12189"	"SELENBP1; methanethiol oxidase [EC:1.8.3.4]"
"5654"	"Rsub_12191"	"hypothetical_protein"
"5655"	"Rsub_12194"	"hypothetical_protein"
"5656"	"Rsub_12200"	"VTE5; phytol kinase [EC:2.7.1.182]"
"5657"	"Rsub_12201"	"hypothetical_protein"
"5658"	"Rsub_12205"	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"
"5659"	"Rsub_12206"	"hypothetical_protein"
"5660"	"Rsub_12207"	"ACR3, arsB; arsenite transporter"
"5661"	"Rsub_12211"	"hypothetical_protein"
"5662"	"Rsub_12214"	"mrnC; mini-ribonuclease III [EC:3.1.26.-]"
"5663"	"Rsub_12215"	"hypothetical_protein"
